tipo;fabricante;serie;paso;rating;tamano;dn;cv;kv;k;d_ref;d_ref_mm;fuente;nota
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);1/4;8;8;6.92;0.25;Sch40;9.3;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);3/8;10;8;6.92;0.817;Sch40;12.5;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);1/2;15;20;17.3;0.325;Sch40;15.7;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);3/4;20;44;38.06;0.211;Sch40;20.9;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);1;25;78;67.47;0.176;Sch40;26.6;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);1-1/4;32;85;73.53;0.445;Sch40;35.0;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);1-1/2;40;215;185.99;0.13;Sch40;40.9;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);2;50;395;341.7;0.104;Sch40;52.5;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);2-1/2;65;700;605.54;0.067;Sch40;62.6;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);3;80;1031;891.87;0.074;Sch40;77.9;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Tyco;Figure F803;Total;Brida (ver catálogo);4;100;1836;1588.24;0.07;Sch40;102.3;Ball Valve F803.pdf, p.2;"Cv 1-1/4"" (85) muy próximo a 1"" (78) con paso 1,25"" vs 0,98"": posible errata del catálogo"
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;1/2;15;12;10.38;0.903;Sch40;15.7;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;3/4;20;50;43.25;0.163;Sch40;20.9;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;1;25;100;86.51;0.107;Sch40;26.6;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;1-1/2;40;250;216.26;0.096;Sch40;40.9;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;2;50;430;371.97;0.088;Sch40;52.5;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;2-1/2;65;720;622.84;0.063;Sch40;62.6;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;3;80;1020;882.35;0.076;Sch40;77.9;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;4;100;2000;1730.1;0.059;Sch40;102.3;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;6;150;5500;4757.79;0.04;Sch40;154.1;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;8;200;9800;8477.51;0.038;Sch40;202.7;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;10;250;16400;14186.85;0.033;Sch40;254.4;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;12;300;23800;20588.24;0.032;Sch40;303.3;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;14;350;27500;23788.93;0.035;Sch40;333.4;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;16;400;36000;31141.87;0.035;Sch40;381.0;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;18;450;46000;39792.39;0.034;Sch40;428.6;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;20;500;57000;49307.96;0.034;Sch40;477.8;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Total;ASME 150/300/600;24;600;75000;64878.89;0.042;Sch40;574.8;Seal Ball Valves.pdf, p.13;
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;2;50;130;112.46;0.962;Sch40;52.5;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;3;80;250;216.26;1.26;Sch40;77.9;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;4;100;540;467.13;0.804;Sch40;102.3;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;6;150;770;666.09;2.04;Sch40;154.1;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;8;200;1900;1643.6;1.0;Sch40;202.7;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;10;250;3900;3373.7;0.589;Sch40;254.4;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;12;300;6700;5795.85;0.404;Sch40;303.3;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;14;350;5200;4498.27;0.978;Sch40;333.4;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;16;400;8050;6963.67;0.696;Sch40;381.0;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;18;450;12500;10813.15;0.462;Sch40;428.6;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;20;500;15500;13408.3;0.464;Sch40;477.8;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal SB-150/300/600;Reducido;ASME 150/300/600;24;600;27000;23356.4;0.321;Sch40;574.8;Seal Ball Valves.pdf, p.15;"Cv 14"" (5200) < Cv 12"" (6700): incoherencia del catálogo, verificar con Velan"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;1/2;15;9;7.79;1.61;Sch40;15.7;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;3/4;20;15;12.98;1.82;Sch40;20.9;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;1;25;38;32.87;0.742;Sch40;26.6;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;1-1/2;40;125;108.13;0.383;Sch40;40.9;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;2;50;165;142.73;0.597;Sch40;52.5;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;3;80;250;216.26;1.26;Sch40;77.9;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Memory Seal UB-150 (cat. Memory Seal);Reducido;ASME 150;4;100;540;467.13;0.804;Sch40;102.3;Seal Ball Valves.pdf, p.19;"Difiere del catálogo Unibody (1"": 42; 3"": 350)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;1/2;15;9;7.79;1.61;Sch40;15.7;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;3/4;20;15;12.98;1.82;Sch40;20.9;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;1;25;42;36.33;0.608;Sch40;26.6;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;1-1/2;40;125;108.13;0.383;Sch40;40.9;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;2;50;165;142.73;0.597;Sch40;52.5;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;3;80;350;302.77;0.644;Sch40;77.9;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;4;100;540;467.13;0.804;Sch40;102.3;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Unibody UB-150/300;Reducido;ASME 150/300;6;150;1000;865.05;1.21;Sch40;154.1;Unibody Ball Valves.pdf, p.6;"Difiere del catálogo Memory Seal (1"": 38; 3"": 250)"
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;1/2;15;8;6.92;2.03;Sch40;15.7;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;3/4;20;13.5;11.68;2.24;Sch40;20.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;1;25;34;29.41;0.927;Sch40;26.6;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;1-1/2;40;65;56.23;1.42;Sch40;40.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;2;50;104;89.97;1.5;Sch40;52.5;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;3;80;200;173.01;1.97;Sch40;77.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Reducido;ASME 150/300/600;4;100;720;622.84;0.452;Sch40;102.3;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;3/8;10;6;5.19;1.45;Sch40;12.5;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;1/2;15;26;22.49;0.192;Sch40;15.7;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;3/4;20;75;64.88;0.073;Sch40;20.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;1;25;103;89.1;0.101;Sch40;26.6;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;1-1/2;40;206;178.2;0.141;Sch40;40.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;2;50;322;278.55;0.157;Sch40;52.5;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal TE-150/300/600 (top entry);Total;ASME 150/300/600;3;80;760;657.44;0.136;Sch40;77.9;Seal Ball Valves.pdf, p.21;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;1/4;8;5.0;4.33;0.641;Sch40;9.3;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;3/8;10;5.7;4.93;1.61;Sch40;12.5;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;1/2;15;13.5;11.68;0.714;Sch40;15.7;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;3/4;20;50;43.25;0.163;Sch40;20.9;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;1;25;93;80.45;0.124;Sch40;26.6;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;1-1/4;32;170;147.06;0.111;Sch40;35.0;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;1-1/2;40;250;216.26;0.096;Sch40;40.9;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EE-1000;Total;1000 WOG;2;50;450;389.27;0.08;Sch40;52.5;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;1/2;15;10;8.65;1.3;Sch40;15.7;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;3/4;20;19;16.44;1.13;Sch40;20.9;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;1;25;39;33.74;0.705;Sch40;26.6;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;1-1/4;32;65;56.23;0.76;Sch40;35.0;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;1-1/2;40;87;75.26;0.791;Sch40;40.9;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal EP-2000;Reducido;2000 WOG;2;50;112;96.89;1.3;Sch40;52.5;Seal Ball Valves.pdf, p.26;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;1/4;8;2.5;2.16;2.56;Sch40;9.3;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;3/8;10;3.5;3.03;4.27;Sch40;12.5;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;1/2;15;4.8;4.15;5.64;Sch40;15.7;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;3/4;20;9.5;8.22;4.53;Sch40;20.9;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;1;25;14.0;12.11;5.47;Sch40;26.6;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;1-1/4;32;33.0;28.55;2.95;Sch40;35.0;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;1-1/2;40;45.0;38.93;2.96;Sch40;40.9;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal HB-2000 (una pieza);Reducido;2000 WOG;2;50;58.0;50.17;4.83;Sch40;52.5;Seal Ball Valves.pdf, p.28;
Bola;Velan;Memory Seal OP-4000 (una pieza);Reducido;4000 WOG;1/2;15;3.0;2.6;14.45;Sch40;15.7;Seal Ball Valves.pdf, p.31;
Bola;Velan;Memory Seal OP-4000 (una pieza);Reducido;4000 WOG;3/4;20;6.1;5.28;10.98;Sch40;20.9;Seal Ball Valves.pdf, p.31;
Bola;Velan;Memory Seal OP-4000 (una pieza);Reducido;4000 WOG;1;25;10.4;9.0;9.91;Sch40;26.6;Seal Ball Valves.pdf, p.31;
Bola;Velan;Memory Seal OP-4000 (una pieza);Reducido;4000 WOG;1-1/2;40;38.0;32.87;4.15;Sch40;40.9;Seal Ball Valves.pdf, p.31;
Bola;Velan;Memory Seal OP-4000 (una pieza);Reducido;4000 WOG;2;50;50.0;43.25;6.5;Sch40;52.5;Seal Ball Valves.pdf, p.31;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;2;50;395;341.7;0.104;Sch40;52.5;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;3x2;80;225;194.64;1.56;Sch40;77.9;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;3;80;1045;903.98;0.072;Sch40;77.9;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;4x3;100;610;527.68;0.63;Sch40;102.3;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;4;100;1875;1621.97;0.067;Sch40;102.3;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;6x4;150;895;774.22;1.51;Sch40;154.1;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;6;150;4525;3914.36;0.059;Sch40;154.1;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370E-4 (trunnion);Total / reducido (AxB);API 6D 600–2500;8x6;200;2085;1803.63;0.831;Sch40;202.7;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;4;100;2450;2119.38;0.039;Sch40;102.3;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;6x4;150;855;739.62;1.65;Sch40;154.1;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;6;150;5265;4554.5;0.044;Sch40;154.1;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;8x6;200;2275;1967.99;0.698;Sch40;202.7;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;8;200;10485;9070.07;0.033;Sch40;202.7;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;10x8;250;4290;3711.07;0.487;Sch40;254.4;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;10;250;17330;14991.35;0.03;Sch40;254.4;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;12x10;300;6635;5739.62;0.411;Sch40;303.3;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;12;300;26030;22517.3;0.027;Sch40;303.3;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370CT (trunnion);Total / reducido (AxB);ASME 150/300;14x12;350;11160;9653.98;0.212;Sch40;333.4;Catalog - Ball Valves.pdf, p.29;
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;6;150;4525;3914.36;0.059;Sch40;154.1;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;8x6;200;2085;1803.63;0.831;Sch40;202.7;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;8;200;8900;7698.96;0.046;Sch40;202.7;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;10x8;250;3545;3066.61;0.713;Sch40;254.4;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;10;250;14495;12538.93;0.043;Sch40;254.4;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;12x10;300;6063;5244.81;0.493;Sch40;303.3;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;12;300;22500;19463.67;0.036;Sch40;303.3;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Bola;W-K-M;DynaSeal 370D-4 (trunnion);Total / reducido (AxB);API 6D 600/900;14x12;350;9320;8062.28;0.304;Sch40;333.4;Catalog - Ball Valves.pdf, p.29;"El catálogo imprime ""22.500"" para 12"" (se interpreta 22 500)"
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);2;50;115;99.48;1.23;Sch40;52.5;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);2-1/2;65;196;169.55;0.856;Sch40;62.6;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);3;80;302;261.25;0.864;Sch40;77.9;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);4;100;600;519.03;0.651;Sch40;102.3;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);5;125;1022;884.08;0.552;Sch40;128.1;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);6;150;1579;1365.92;0.484;Sch40;154.1;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);8;200;3136;2712.8;0.367;Sch40;202.7;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);10;250;5340;4619.38;0.314;Sch40;254.4;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);12;300;8250;7136.68;0.266;Sch40;303.3;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);14;350;11917;10308.82;0.186;Sch40;333.4;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);16;400;16388;14176.47;0.168;Sch40;381.0;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);18;450;21705;18775.95;0.153;Sch40;428.6;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);20;500;27908;24141.87;0.143;Sch40;477.8;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);24;600;43116;37297.58;0.126;Sch40;574.8;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Series 200 (asiento elástico);—;150 psi (ver catálogo);30;750;73426;63517.3;0.109;Sch40;723.8;Butterfly Valves 200.pdf, p.4;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;2;50;115;99.48;1.23;Sch40;52.5;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;2-1/2;65;196;169.55;0.856;Sch40;62.6;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;3;80;302;261.25;0.864;Sch40;77.9;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;4;100;600;519.03;0.651;Sch40;102.3;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;5;125;1022;884.08;0.552;Sch40;128.1;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;6;150;1579;1365.92;0.484;Sch40;154.1;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;8;200;3136;2712.8;0.367;Sch40;202.7;Butterfly Valves (1).pdf, p.5 y p.10;
