tipo;fabricante;serie;paso;rating;tamano;dn;cv;kv;k;d_ref;d_ref_mm;fuente;nota
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;10;250;2688;2325.26;1.24;Sch40;254.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;12;300;3983;3445.5;1.14;Sch40;303.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;14;350;4892;4231.83;1.11;Sch40;333.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;16;400;6582;5693.77;1.04;Sch40;381.0;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;18;450;8559;7403.98;0.986;Sch40;428.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;20;500;16400;14186.85;0.415;Sch40;477.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;24;600;21900;18944.64;0.487;Sch40;574.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;26;650;27200;23529.41;0.49;STD;641.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 150;30;750;36800;31833.91;0.434;Sch40;723.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;2-1/2;65;198;171.28;0.839;Sch40;62.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;3;80;204;176.47;1.89;Sch40;77.9;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;4;100;370;320.07;1.71;Sch40;102.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;6;150;868;750.87;1.6;Sch40;154.1;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;8;200;1628;1408.3;1.36;Sch40;202.7;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;10;250;2651;2293.25;1.28;Sch40;254.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;12;300;3838;3320.07;1.23;Sch40;303.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;14;350;4892;4231.83;1.11;Sch40;333.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;16;400;6420;5553.63;1.09;Sch40;381.0;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;18;450;8559;7403.98;0.986;Sch40;428.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;20;500;16400;14186.85;0.415;Sch40;477.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;24;600;21900;18944.64;0.487;Sch40;574.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;26;650;27200;23529.41;0.49;STD;641.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 300;30;750;36800;31833.91;0.434;Sch40;723.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;2-1/2;65;187;161.76;0.94;Sch40;62.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;3;80;193;166.96;2.12;Sch40;77.9;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;4;100;370;320.07;1.71;Sch40;102.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;6;150;868;750.87;1.6;Sch40;154.1;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;8;200;1796;1553.63;1.12;Sch40;202.7;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;10;250;2651;2293.25;1.28;Sch40;254.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;12;300;3838;3320.07;1.23;Sch40;303.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;14;350;4833;4180.8;1.13;Sch40;333.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;16;400;6295;5445.5;1.14;Sch40;381.0;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;18;450;8290;7171.28;1.05;Sch40;428.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;20;500;15300;13235.29;0.477;Sch40;477.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;24;600;17500;15138.41;0.763;Sch40;574.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;26;650;31650;27378.89;0.362;STD;641.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 600;30;750;35700;30882.35;0.461;Sch40;723.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;2-1/2;65;202;174.74;0.806;Sch40;62.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;3;80;209;180.8;1.8;Sch40;77.9;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;4;100;363;314.01;1.78;Sch40;102.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;6;150;801;692.91;1.88;Sch40;154.1;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;8;200;1517;1312.28;1.57;Sch40;202.7;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;10;250;2346;2029.41;1.63;Sch40;254.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;12;300;3658;3164.36;1.35;Sch40;303.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;14;350;4207;3639.27;1.49;Sch40;333.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;16;400;5629;4869.38;1.42;Sch40;381.0;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;18;450;7558;6538.06;1.26;Sch40;428.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;20;500;15235;13179.07;0.481;Sch40;477.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 900;24;600;18878;16330.45;0.656;Sch40;574.8;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;2-1/2;65;202;174.74;0.806;Sch40;62.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;3;80;209;180.8;1.8;Sch40;77.9;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;4;100;345;298.44;1.97;Sch40;102.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;6;150;801;692.91;1.88;Sch40;154.1;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;8;200;1517;1312.28;1.57;Sch40;202.7;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;10;250;2346;2029.41;1.63;Sch40;254.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;12;300;3658;3164.36;1.35;Sch40;303.3;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;14;350;4207;3639.27;1.49;Sch40;333.4;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;16;400;5629;4869.38;1.42;Sch40;381.0;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Hopkinsons (Weir);Swing check balance of plant;—;ASME 1500;18;450;7558;6538.06;1.26;Sch40;428.6;Gate, Globe, Check & Safety Valves.pdf, p.77–78;"Cv 2-1/2"" y 3"" casi iguales (mismo cuerpo)"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;2;50;36;31.14;12.55;Sch40;52.5;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;2-1/2;65;62;53.63;8.55;Sch40;62.6;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;3;80;123;106.4;5.21;Sch40;77.9;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;4;100;281;243.08;2.97;Sch40;102.3;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;5;125;522;451.56;2.12;Sch40;128.1;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;6;150;1033;893.6;1.13;Sch40;154.1;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;8;200;2158;1866.78;0.776;Sch40;202.7;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;10;250;3368;2913.49;0.79;Sch40;254.4;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;12;300;5068;4384.08;0.705;Sch40;303.3;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;14;350;6465;5592.56;0.633;Sch40;333.4;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;16;400;9172;7934.26;0.536;Sch40;381.0;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;18;450;12853;11118.51;0.437;Sch40;428.6;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;20;500;17398;15050.17;0.369;Sch40;477.8;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
Retención;Crane / Center Line;Series 800 (wafer, revestida de elastómero);—;ver catálogo;24;600;28794;24908.3;0.282;Sch40;574.8;Butterfly Valves (1).pdf, p.18;"El índice del catálogo la llama ""Butterfly Valves"", pero es una válvula de retención"
